0.998981	0	 0.016664	0	3521.18
0.99913	0.000149415	 0.0166539	1.00392e-05	3499.54
0.999574	0.000451876	 0.0167021	4.84865e-05	3400.9
0.999687	0.000339018	 0.0167202	3.87908e-05	3385.36
0.999814	0.000291855	 0.0167632	5.24448e-05	3449.62
0.999401	0.000477363	 0.0167478	4.54986e-05	3633.58
0.999872	0.000620306	 0.016753	3.88053e-05	3265.8
0.999624	0.000591663	 0.0167355	3.78965e-05	3606.26
0.999454	0.000548674	 0.0167265	3.46264e-05	3569.38
0.999443	0.000490887	 0.016732	3.14617e-05	3472.48
0.999414	0.000444928	 0.0167338	2.85165e-05	3519.38
0.999464	0.000409245	 0.0167379	2.63565e-05	3412.66
0.999559	0.000388114	 0.0167379	2.42446e-05	3369.38
0.999543	0.000359683	 0.0167329	2.2979e-05	3469.32
0.999529	0.00033515	 0.0167476	2.59272e-05	3470
0.999457	0.000321619	 0.0167355	2.70979e-05	3546.12
0.999505	0.000305907	 0.0167369	2.54937e-05	3436.76
0.999619	0.000310373	 0.0167516	2.81662e-05	3300.44
0.999704	0.000305427	 0.0167505	2.66676e-05	3328.64
0.9997	0.000289776	 0.0167615	2.76161e-05	3453.38
0.999725	0.00027677	 0.0167579	2.65169e-05	3407.28
0.999698	0.00026526	 0.016752	2.59644e-05	3508.82
0.999666	0.000255512	 0.0167518	2.4811e-05	3498.88
0.999642	0.000245753	 0.0167498	2.3833e-05	3497.68
0.999652	0.000235921	 0.0167421	2.4145e-05	3442.3
0.999597	0.000233265	 0.0167597	2.91688e-05	3512.44
0.999512	0.000239971	 0.0167549	2.84897e-05	3630.58
0.999486	0.000232721	 0.0167575	2.75844e-05	3512.48
0.999515	0.000226367	 0.016762	2.6992e-05	3413.3
0.999542	0.000220397	 0.0167562	2.67175e-05	3418.2
0.999619	0.000226735	 0.0167573	2.58661e-05	3290.6
0.999657	0.000222827	 0.0167585	2.50711e-05	3364.02
0.999666	0.000216142	 0.0167588	2.43017e-05	3400.82
0.999693	0.000211344	 0.0167601	2.36103e-05	3403.12
0.999709	0.000205882	 0.016762	2.30064e-05	3409.5
0.999726	0.000200822	 0.0167564	2.30456e-05	3417.24
0.999743	0.000196004	 0.0167564	2.24141e-05	3389.8
0.999802	0.000199665	 0.0167569	2.18223e-05	3287.08
0.999794	0.000194636	 0.0167607	2.15948e-05	3462.98
0.999801	0.000189853	 0.0167629	2.11557e-05	3417.8
0.999815	0.000185683	 0.0167592	2.09606e-05	3408.88
0.99981	0.000181288	 0.0167566	2.06136e-05	3453.48
0.999742	0.000189559	 0.01676	2.0416e-05	3676.1
0.999766	0.000186811	 0.0167638	2.02936e-05	3337.7
0.999737	0.000184974	 0.0167605	2.01093e-05	3542.14
0.999743	0.000181009	 0.016759	1.972e-05	3422.4
0.999771	0.000179371	 0.0167533	2.01339e-05	3395.8
0.999817	0.000181417	 0.0167497	2.00277e-05	3318.08
0.999824	0.000177816	 0.0167491	1.96245e-05	3392.36
0.999792	0.000177114	 0.0167463	1.94271e-05	3571.98
0.999778	0.00017417	 0.016743	1.93271e-05	3508.14
0.999776	0.000170799	 0.0167436	1.89613e-05	3436.54
0.99975	0.000169533	 0.0167425	1.86363e-05	3576.18
