-0.0735017	-0.144102	-0.0553166	-0.0336887	-0.0543313	0.0187669	-0.0751525	0.025365	-0.0125085	-0.0567967	-0.0972273	-0.0830704	0.01328	-0.0500517	-0.106427	-0.0725336	0.00289138	-0.004963	-0.0912024	-0.00668996	-0.00620654	-0.0540852	-0.0920781	-0.090415	-0.0525483	-0.075138	-0.0284755	-0.162052	-0.0395817	-0.0936206	-0.046442	-0.160955	0.0156178	-0.0687625	-0.0921075	-0.145742	-0.151399	-0.0355168	-0.0143479	-0.00729417	-0.0981159	-0.0909329	-0.0542498	-0.108909	-0.0518729	-0.115636	-0.0876767	-0.124944	-0.054924	-0.0497275	-0.0627773	-0.141305	-0.024206	-0.134608	-0.0239904	-0.0403798	-0.0750334	-0.039697	-0.0111067	-0.0254622	-0.102076	-0.055505	0.0468723	-0.00492186	-0.00777712	0.0296567	-0.0559191	-0.0979032	-0.0639388	-0.0714444	0.0127397	-0.130539	-0.152865	-0.053789	0.00863574	-0.0390899	-0.1171	-0.135104	-0.15522	-0.162898	-0.0807917	-0.137115	0.00878611	-0.0954188	-0.0775513	-0.0183318	-0.102644	-0.0205566	-0.121388	-0.0883286	0.00831643	-0.00856335	-0.0463561	-0.0528382	-0.088202	-0.0875232	-0.104657	-0.0829207	-0.087633	0.0232441	
-0.122752	-0.0835627	-0.0662589	-0.0413889	-0.264833	-0.18366	-0.0570216	-0.117749	-0.131044	-0.0584205	-0.10733	-0.131665	-0.132067	-7.45693e-05	-0.144954	-0.143186	-0.122744	-0.0208644	-0.0811846	-0.0487849	-0.129604	-0.0414446	-0.119876	-0.0513752	-0.0860914	-0.0475162	-0.14504	-0.00424936	-0.0134148	-0.108386	-0.134023	-0.0120163	-0.0747693	-0.153633	-0.0276404	-0.154786	-0.0376662	-0.0950809	-0.131988	-0.0467118	-0.0577847	-0.0520684	-0.115431	-0.0482008	-0.101871	-0.123896	-0.0797626	-0.0173849	-0.153291	-0.117176	-0.0605254	-0.0904428	-0.0233229	-0.0207557	-0.107587	-0.097312	0.000501242	-0.0567376	-0.075985	-0.19399	0.0218035	-0.13834	-0.113535	-0.0457696	-0.128831	-0.140438	-0.110137	-0.0456612	-0.0719127	-0.090028	-0.101344	-0.113912	-0.134204	-0.0560931	-0.101144	-0.0442575	-0.130779	-0.0761462	-0.104064	-0.0563188	-0.0791562	-0.143867	-0.0638979	-0.00100656	-0.00543435	-0.0522205	-0.129754	-0.105029	-0.145151	-0.100487	-0.0993977	-0.0778957	-0.0938803	-0.173198	-0.0124583	-0.039424	-0.00105472	-0.155361	-0.206739	-0.0602099	
-0.0221899	-0.0910856	-0.152134	-0.139613	-0.103361	-0.155065	-0.135112	-0.054735	-0.0618291	-0.12085	-0.13142	-0.103071	-0.105577	-0.167955	-0.130091	-0.105146	-0.136396	-0.0584344	-0.104029	-0.063281	-0.0443453	-0.0182888	-0.113444	-0.071603	-0.0789067	-0.105071	-0.102956	-0.126213	-0.013295	-0.122386	-0.0806194	-0.168157	-0.0788859	-0.085857	-0.194167	-0.0625444	-0.0832443	-0.0163384	-0.206795	-0.12148	-0.137908	-0.110681	-0.172361	-0.0706078	-0.0243828	-0.0889274	-0.0915475	-0.0319623	-0.14966	-0.0950977	-0.0456782	-0.17026	-0.111141	-0.213999	-0.0947969	-0.124852	-0.0656124	-0.0766135	-0.174858	-0.126146	-0.093437	-0.00272618	-0.140607	-0.0720033	-0.0867066	-0.0220556	-0.139701	-0.0722825	-0.0578661	-0.128083	-0.0816911	-0.110332	0.00180003	-0.0870474	-0.0703818	-0.0186785	-0.154523	-0.0627293	-0.0987442	-0.165816	-0.15468	-0.0430198	-0.111605	-0.0628419	-0.113471	-0.101746	-0.103097	-0.0523532	-0.0853549	-0.154639	-0.285859	-0.0739174	-0.164291	-0.0907626	-0.0740355	-0.0926198	-0.0234861	-0.0558724	-0.0755144	-0.0360809	
-0.105972	-0.0965439	-0.0649729	-0.175468	-0.168202	-0.164656	-0.141718	-0.100683	-0.145292	-0.113925	-0.0891127	-0.00874033	-0.193076	-0.0443761	-0.0354303	-0.245514	-0.0659622	-0.0669034	-0.155044	-0.0825037	-0.152901	-0.0316096	-0.110465	-0.0714769	-0.0718409	-0.143348	-0.134719	-0.0761725	-0.103935	-0.109843	-0.146945	-0.0382828	-0.0568173	-0.103952	-0.0748932	-0.0324321	-0.024255	-0.154324	-0.129445	-0.0937005	-0.0935077	-0.0741132	-0.0608151	-0.0798139	-0.0831733	-0.062239	-0.0681985	-0.124793	-0.17107	-0.146549	-0.204876	-0.177318	-0.0483151	-0.212638	-0.116175	-0.143028	-0.0738266	-0.158024	-0.0177025	-0.191983	-0.0238559	-0.0860536	-0.125221	-0.0847086	-0.154314	-0.193513	-0.12921	-0.0959323	-0.10496	-0.0900169	-0.135067	-0.057866	-0.116475	-0.139896	-0.165293	-0.108565	-0.138209	-0.051298	-0.32835	-0.070627	-0.118665	-0.0843868	-0.157966	-0.0401022	-0.0950577	-0.0565667	-0.135766	-0.0734408	-0.107947	-0.132228	-0.0848275	-0.191581	-0.0392675	-0.155254	-0.122607	-0.0993501	-0.155603	-0.0928615	-0.128444	-0.0432625	
-0.0684314	-0.0890936	-0.163176	-0.174941	-0.272071	-0.0903713	-0.171493	-0.204966	-0.164174	-0.131652	-0.142966	-0.201943	-0.121265	-0.0913759	-0.0566875	-0.0636502	-0.170518	-0.0828479	-0.0992209	-0.0905626	-0.205098	-0.157869	-0.0712276	-0.178602	-0.129892	-0.167386	-0.125547	-0.145529	-0.170617	-0.117492	-0.0965195	-0.0754129	-0.129807	-0.0840493	-0.162602	-0.110525	-0.173126	-0.0565939	-0.170069	-0.141546	-0.145924	-0.0425884	-0.188956	-0.0398744	-0.103301	-0.0725858	-0.103617	-0.0675985	-0.133029	-0.0928973	-0.0727274	-0.133444	-0.0576458	-0.0781349	-0.0928755	-0.13773	-0.0671878	-0.111599	-0.0747383	-0.203973	-0.161562	-0.150838	-0.129826	-0.188685	-0.179014	-0.208168	-0.220573	-0.178813	-0.11848	-0.10537	-0.0969802	-0.112926	-0.0576573	-0.113764	-0.143338	-0.186898	-0.125047	-0.162307	-0.118905	-0.0489078	-0.11261	-0.169323	-0.0721566	-0.115242	-0.0833239	-0.229607	-0.0738347	-0.124828	-0.0927385	-0.0781842	-0.0946451	-0.168506	-0.142417	-0.106828	-0.0267689	-0.113788	-0.0654507	-0.110278	-0.160685	-0.147675	
-0.103123	-0.188342	-0.138992	-0.0966728	-0.162471	-0.204876	-0.0971536	-0.205078	-0.0981977	-0.0640984	-0.0811989	-0.0689223	-0.0836317	-0.145314	-0.207069	-0.0997453	-0.0939782	-0.102938	-0.0641369	-0.084325	-0.110814	-0.123953	-0.157074	-0.279592	-0.13542	-0.202605	-0.136183	-0.110581	-0.110922	-0.130079	-0.0645249	-0.174853	-0.0671749	-0.131754	-0.146294	-0.243875	-0.150226	-0.0434291	-0.112814	-0.109592	-0.0936101	-0.260145	-0.126875	-0.152974	-0.0862312	-0.190949	-0.068754	-0.156103	-0.123382	-0.121711	-0.203459	-0.102583	-0.160849	-0.123685	-0.154584	-0.0922723	-0.240588	-0.194598	-0.180003	-0.210859	-0.137606	-0.0469787	-0.15214	-0.196584	-0.0424595	-0.216515	-0.0732502	-0.0954855	-0.153616	-0.183766	-0.0862099	-0.144719	-0.154885	-0.109746	-0.158197	-0.110115	-0.166422	-0.183037	-0.15441	-0.150222	-0.116629	-0.122806	-0.0449069	-0.119841	-0.178446	-0.12526	-0.141242	-0.0403512	-0.0632487	-0.117594	-0.169813	-0.0787006	-0.0690116	-0.153524	-0.0936791	-0.111428	-0.134696	-0.139579	-0.180303	-0.123637	
-0.106523	-0.077102	-0.145064	-0.0640608	-0.116244	-0.0970795	-0.119859	-0.143087	-0.155306	-0.103183	-0.145944	-0.115678	-0.214434	-0.136585	-0.0686361	-0.170419	-0.122259	-0.182869	-0.174788	-0.168986	-0.10921	-0.140847	-0.12586	-0.128893	-0.107109	-0.250873	-0.150646	-0.168832	-0.0746524	-0.20728	-0.252593	-0.166057	-0.213396	-0.1162	-0.223982	-0.171648	-0.0888164	-0.150451	-0.16679	-0.198433	-0.225934	-0.0639234	-0.117368	-0.185962	-0.109248	-0.0635185	-0.125452	-0.151402	-0.0925258	-0.093465	-0.11358	-0.106702	-0.141004	-0.0367304	-0.153745	-0.192646	-0.122002	-0.110298	-0.128759	-0.1465	-0.101044	-0.0932855	-0.174177	-0.152763	-0.115484	-0.0260707	-0.162583	-0.0917625	-0.20554	-0.119848	-0.160565	-0.225581	-0.11956	-0.268843	-0.190764	-0.119634	-0.1979	-0.110493	-0.101074	-0.0365301	-0.0445565	-0.116188	-0.0960992	-0.0867391	-0.106522	-0.136644	-0.188827	-0.147288	-0.0899823	-0.0786789	-0.144364	-0.145799	-0.136845	-0.115941	-0.135616	-0.0898393	-0.200109	-0.178418	-0.20048	-0.117008	
-0.140474	-0.124006	-0.149715	-0.0915928	-0.203185	-0.172141	-0.169071	-0.164682	-0.0881547	-0.155726	-0.191032	-0.20508	-0.0572271	-0.143377	-0.148552	-0.195904	-0.103291	-0.109912	-0.163837	-0.11816	-0.165393	-0.184693	-0.233834	-0.155709	-0.121114	-0.195774	-0.179247	-0.209653	-0.173291	-0.0635208	-0.0265562	-0.129025	-0.184425	-0.220802	-0.0970811	-0.144427	-0.218672	-0.200752	-0.196273	-0.157024	-0.117605	-0.187108	-0.155425	-0.179865	-0.0992904	-0.25835	-0.100655	-0.110755	-0.129954	-0.0802063	-0.173416	-0.102151	-0.181599	-0.23554	-0.0998685	-0.169499	-0.197924	-0.10313	-0.0515056	-0.161296	-0.164419	-0.156053	-0.131454	-0.219044	-0.186098	-0.210077	-0.14783	-0.0413341	-0.221663	-0.123589	-0.0546418	-0.173532	-0.1292	-0.155496	-0.184356	-0.113279	-0.122743	-0.148569	-0.156334	-0.16693	-0.139316	-0.197015	-0.12176	-0.14467	-0.126676	-0.0875989	-0.169714	-0.182988	-0.117419	-0.0503164	-0.0678168	-0.127418	-0.194221	-0.148166	-0.141546	-0.143403	-0.0773773	-0.111816	-0.186409	-0.193658	
-0.144386	-0.150548	-0.204627	-0.174718	-0.16384	-0.196323	-0.160602	-0.139072	-0.194317	-0.135945	-0.230276	-0.229834	-0.189789	-0.12123	-0.125616	-0.13721	-0.163822	-0.168061	-0.144339	-0.230138	-0.255038	-0.173626	-0.130467	-0.267627	-0.15281	-0.220338	-0.102763	-0.165781	-0.210032	-0.135446	-0.133801	-0.170329	-0.121018	-0.156987	-0.131374	-0.223533	-0.175144	-0.104513	-0.171783	-0.212895	-0.111376	-0.138252	-0.148946	-0.15119	-0.218883	-0.213839	-0.157281	-0.193431	-0.151095	-0.14311	-0.188698	-0.119119	-0.266519	-0.0989056	-0.135228	-0.180412	-0.165839	-0.105166	-0.13814	-0.144592	-0.137887	-0.156397	-0.136048	-0.227774	-0.211857	-0.24269	-0.180497	-0.184168	-0.141013	-0.0846829	-0.131434	-0.226251	-0.156315	-0.187922	-0.0887165	-0.14907	-0.150623	-0.159682	-0.17282	-0.157035	-0.07427	-0.106374	-0.142271	-0.135352	-0.185158	-0.119503	-0.196164	-0.107222	-0.166153	-0.131886	-0.0722307	-0.259114	-0.121695	-0.181522	-0.135151	-0.110653	-0.147373	-0.107953	-0.138695	-0.108242	
-0.100362	-0.186516	-0.175984	-0.248246	-0.182064	-0.152924	-0.15849	-0.128542	-0.129059	-0.11682	-0.203537	-0.268738	-0.179446	-0.165349	-0.179906	-0.290723	-0.271636	-0.137291	-0.135609	-0.163355	-0.145102	-0.219312	-0.113391	-0.103463	-0.181275	-0.212636	-0.19955	-0.134166	-0.122958	-0.118062	-0.202983	-0.1507	-0.241247	-0.185974	-0.181585	-0.133355	-0.168879	-0.222485	-0.154877	-0.200835	-0.154964	-0.182228	-0.154925	-0.264775	-0.0886934	-0.109437	-0.165097	-0.137393	-0.208237	-0.136197	-0.19717	-0.213555	-0.159481	-0.181088	-0.202303	-0.171603	-0.168458	-0.116027	-0.200533	-0.160755	-0.230118	-0.180314	-0.224194	-0.200397	-0.166942	-0.16393	-0.145592	-0.187925	-0.103789	-0.198329	-0.176231	-0.173674	-0.235453	-0.224283	-0.123024	-0.100075	-0.196465	-0.244686	-0.145883	-0.141592	-0.173739	-0.172672	-0.139075	-0.174832	-0.198824	-0.135439	-0.153145	-0.221804	-0.126167	-0.14581	-0.184613	-0.164111	-0.129727	-0.114369	-0.170858	-0.0753599	-0.158351	-0.165341	-0.163724	-0.111872	
