-7.57288	7.44998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.36405e-05	0.00300825	0.0469824	0.273354	0.960864	2.19896	3.63303	4.62088	4.95813	4.55268	3.72135	2.69503	1.80424	1.1171	0.635236	0.3377	0.171218	0.0794512	0.0416145	0.0340388	0.0514806	0.0976179	0.170286	0.292183	0.447416	0.619089	0.808688	0.944222	0.991053	0.953832	0.824316	0.650032	0.470058	0.306234	0.205617	0.175429	0.235299	0.409019	0.729941	1.1644	1.72335	2.25191	2.648	2.75236	2.59318	2.2028	1.6998	1.18982	0.779199	0.524945	0.40228	0.436294	0.569514	0.757425	0.920996	1.04014	1.04869	0.932097	0.779599	0.639882	0.547445	0.540808
-7.52852	7.68955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258849	0.0504429	0.308909	1.02456	2.27649	3.6413	4.60464	4.85519	4.44359	3.61206	2.66661	1.83643	1.1378	0.671156	0.369353	0.197274	0.0981268	0.0540271	0.049556	0.0677158	0.110044	0.193219	0.30517	0.466838	0.62269	0.787252	0.90364	0.948843	0.903066	0.80324	0.639546	0.476581	0.329294	0.226571	0.206364	0.27367	0.454327	0.768757	1.21236	1.72503	2.21653	2.58163	2.68965	2.51681	2.14581	1.68062	1.18725	0.815627	0.573634	0.450558	0.477067	0.600194	0.773658	0.913533	1.00074	1.01638	0.916633	0.781158	0.661056	0.586463	0.586984
-7.5385	7.63911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00314817	0.0511749	0.293001	1.01839	2.26617	3.64235	4.57649	4.88478	4.49066	3.62984	2.69526	1.8223	1.1448	0.646325	0.357302	0.179193	0.0889131	0.0551213	0.0483675	0.0667271	0.105727	0.189133	0.293972	0.453313	0.619225	0.800659	0.914937	0.975181	0.924652	0.803054	0.64088	0.461471	0.320583	0.226841	0.196665	0.258703	0.440654	0.756912	1.19762	1.73695	2.23018	2.59713	2.70831	2.53448	2.17149	1.68112	1.19592	0.802045	0.548284	0.447199	0.467582	0.593131	0.762523	0.915906	1.01807	1.02201	0.910003	0.777161	0.651227	0.573232	0.583588
-7.56544	7.49345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00363788	0.0468493	0.275572	0.962858	2.24598	3.59952	4.64519	4.94102	4.51093	3.6781	2.72363	1.82496	1.13237	0.640385	0.336251	0.169234	0.0750569	0.0436662	0.0348972	0.0555634	0.0991287	0.181052	0.289182	0.452362	0.631217	0.796147	0.929185	0.992336	0.940847	0.82092	0.649422	0.458858	0.310718	0.210373	0.180076	0.239449	0.417809	0.72386	1.17681	1.7001	2.22892	2.64546	2.77929	2.60752	2.20823	1.69888	1.18756	0.781839	0.513197	0.40529	0.45142	0.574831	0.755613	0.92189	1.02513	1.04688	0.923432	0.783491	0.6449	0.569396	0.555119
-7.53954	7.63072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000147281	0.00314817	0.0461173	0.295029	1.04251	2.25186	3.63353	4.56958	4.88407	4.45597	3.67401	2.69766	1.83005	1.11945	0.650048	0.361154	0.185073	0.0952918	0.0512915	0.0487967	0.0648452	0.114237	0.189998	0.303785	0.452614	0.626399	0.80491	0.913436	0.961383	0.917943	0.793818	0.62384	0.457979	0.319942	0.234753	0.208708	0.268753	0.454461	0.755476	1.19673	1.74166	2.23489	2.56794	2.69145	2.53389	2.17043	1.6813	1.20491	0.801797	0.557095	0.44508	0.474982	0.592344	0.761611	0.917833	1.01305	1.01587	0.923683	0.782905	0.654384	0.58077	0.583246
-7.55808	7.52559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.36405e-05	0.00552678	0.0493781	0.292304	0.980081	2.21915	3.60029	4.60759	4.93011	4.54814	3.7019	2.69543	1.80672	1.1299	0.640226	0.345251	0.168756	0.0822153	0.0465727	0.0373734	0.0560737	0.108317	0.185167	0.303554	0.451664	0.633627	0.794231	0.915929	0.980784	0.926568	0.812266	0.646642	0.466259	0.31422	0.213592	0.190967	0.249007	0.414898	0.734194	1.17616	1.71706	2.24978	2.62794	2.74296	2.5717	2.21581	1.70266	1.18464	0.787689	0.529265	0.414516	0.445002	0.572446	0.753644	0.928345	1.02651	1.0335	0.929464	0.783421	0.650779	0.564265	0.569244
-7.54056	7.62967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041276	0.0461173	0.301304	1.01598	2.26172	3.60971	4.61197	4.89225	4.47852	3.63527	2.70626	1.84011	1.13134	0.651909	0.346395	0.184118	0.0830658	0.0513941	0.0401797	0.0560099	0.0952746	0.175266	0.302024	0.464714	0.637092	0.814566	0.91883	0.969627	0.92561	0.803775	0.64375	0.471156	0.312255	0.218555	0.182865	0.249636	0.435675	0.755457	1.18846	1.73323	2.24553	2.61321	2.7232	2.55225	2.16543	1.68551	1.20599	0.793744	0.541997	0.433443	0.457157	0.581455	0.752236	0.915026	1.02264	1.03048	0.923491	0.782295	0.656015	0.56017	0.569905
-7.57442	7.4337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.36405e-05	0.00335804	0.0439212	0.279882	0.978872	2.18639	3.59439	4.61687	4.95974	4.58263	3.7045	2.72648	1.80856	1.11323	0.637929	0.328471	0.164603	0.0759783	0.0448288	0.0369442	0.0545746	0.0986662	0.176369	0.294174	0.434869	0.638175	0.814251	0.943637	0.991077	0.931456	0.815965	0.634168	0.461713	0.313408	0.209521	0.182905	0.245093	0.412351	0.726957	1.19259	1.70567	2.25429	2.6164	2.75602	2.60824	2.19588	1.69307	1.19298	0.784013	0.514523	0.412175	0.440437	0.57763	0.762367	0.926304	1.02979	1.04915	0.928267	0.781791	0.64281	0.553869	0.556189
-7.5525	7.56107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00328809	0.0461173	0.279882	0.993799	2.23063	3.68672	4.6251	4.87281	4.48544	3.66005	2.68407	1.811	1.142	0.666127	0.349599	0.177797	0.0870349	0.0486586	0.0412692	0.0576047	0.107731	0.188626	0.299889	0.450574	0.631515	0.791765	0.932798	0.95963	0.926161	0.804077	0.643004	0.464194	0.324704	0.211349	0.196322	0.249853	0.436633	0.750832	1.19698	1.72242	2.22412	2.5909	2.72938	2.56362	2.19403	1.69373	1.20255	0.805619	0.535453	0.432356	0.459392	0.583828	0.749681	0.918853	1.01608	1.02528	0.919781	0.775309	0.654545	0.577001	0.576058
-7.54171	7.61362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000220922	0.00419756	0.0515742	0.299593	1.01477	2.24471	3.59307	4.58497	4.88952	4.51311	3.64691	2.7182	1.82166	1.14649	0.642721	0.352306	0.188344	0.0899053	0.0480089	0.0406749	0.0629952	0.113004	0.188686	0.310048	0.452362	0.628889	0.790873	0.919975	0.956298	0.916075	0.797075	0.643953	0.461295	0.320839	0.226696	0.196524	0.266944	0.427881	0.748164	1.19935	1.72598	2.24096	2.58753	2.72403	2.53632	2.18428	1.69231	1.20901	0.807618	0.545761	0.437763	0.458179	0.581669	0.755939	0.915868	1.01212	1.02705	0.915736	0.788051	0.657244	0.582604	0.585683
