-0.0615901	0.011397	0.00759797	-0.0501931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00132553	0.00951446	0.0589609	0.339902	1.06178	2.25157	3.51733	4.55713	4.74095	4.59134	3.70682	2.77772	1.80193	1.09805	0.676701	0.375074	0.168683	0.0710879	0.0376822	0.0461885	0.0694701	0.109859	0.176578	0.283958	0.440039	0.643101	0.802785	0.922036	1.01127	0.901916	0.810312	0.642959	0.43169	0.312063	0.252032	0.185209	0.277406	0.448774	0.709218	1.17201	1.6953	2.24058	2.5867	2.76048	2.52441	2.24092	1.77155	1.19737	0.786055	0.515949	0.447645	0.461518	0.549349	0.753266	0.908188	0.979466	1.03606	0.900164	0.814484	0.650411	0.564974	0.563764
-0.0614228	0.0112348	0.00748989	-0.050188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023565	0.00195886	0.0662811	0.295917	1.07405	2.28059	3.68578	4.66201	4.83899	4.47358	3.35967	2.61511	1.85457	1.17999	0.689968	0.397307	0.215465	0.0850858	0.0422642	0.0461885	0.0470789	0.115254	0.225159	0.325834	0.445516	0.595159	0.795937	0.889469	0.962049	0.947771	0.807637	0.680631	0.470102	0.317807	0.219614	0.195958	0.257739	0.447491	0.789834	1.27557	1.71833	2.22389	2.60161	2.66465	2.48682	2.04525	1.63093	1.20596	0.847563	0.629994	0.508508	0.476781	0.593211	0.752223	0.912819	0.98059	0.975935	0.880655	0.782131	0.646622	0.591819	0.626501
-0.0615473	0.0113549	0.00756992	-0.0501924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00419756	0.0479806	0.318796	1.09859	2.24298	3.67035	4.46708	4.83732	4.44615	3.69239	2.68603	1.79863	1.13756	0.62787	0.390176	0.20117	0.104576	0.0672945	0.0577769	0.0769339	0.125368	0.158446	0.282861	0.464071	0.647514	0.821545	0.871633	0.909571	0.939218	0.808172	0.635908	0.491142	0.328034	0.236643	0.179187	0.270582	0.441497	0.801398	1.26248	1.76065	2.23156	2.51545	2.68087	2.47265	2.13885	1.66297	1.17913	0.841742	0.581162	0.472508	0.489114	0.589252	0.793541	0.895341	0.983187	1.00836	0.883456	0.795623	0.668543	0.578858	0.581769
-0.0614765	0.0112836	0.00752237	-0.050193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00154645	0.00433747	0.0557666	0.31512	1.08572	2.2983	3.7339	4.54633	4.7875	4.26173	3.68984	2.75807	1.74273	1.1443	0.65884	0.40074	0.195216	0.0984458	0.065448	0.0525604	0.0671417	0.124042	0.210784	0.312674	0.46354	0.597405	0.758888	0.968699	0.935983	0.883971	0.801053	0.641648	0.44669	0.320497	0.268313	0.241664	0.301125	0.445288	0.762377	1.20562	1.73856	2.21248	2.54548	2.68953	2.52143	2.12612	1.66131	1.16578	0.780993	0.580535	0.479254	0.519107	0.59569	0.778365	0.935145	0.986446	0.99042	0.896011	0.791251	0.68161	0.592753	0.608859
-0.0615359	0.0113408	0.00756055	-0.050195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00314817	0.0636192	0.315691	1.08318	2.24488	3.66803	4.53705	4.87221	4.48326	3.55471	2.66086	1.79307	1.17558	0.65282	0.393036	0.18533	0.115208	0.0405545	0.0437784	0.0755304	0.108749	0.186539	0.309413	0.453033	0.651006	0.760567	0.932086	0.970812	0.921801	0.762645	0.607818	0.486442	0.330362	0.22925	0.216488	0.300083	0.490865	0.765623	1.23342	1.68905	2.23729	2.58709	2.62963	2.46038	2.14001	1.69199	1.2162	0.805619	0.554244	0.502724	0.474791	0.6033	0.733135	0.922272	1.03454	0.981472	0.933497	0.776997	0.63956	0.557616	0.616556
-0.0615518	0.0113593	0.00757286	-0.0501925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00314817	0.0692757	0.340535	1.0222	2.31485	3.64014	4.43423	4.75171	4.54185	3.66854	2.82405	1.78956	1.14793	0.640543	0.353107	0.174452	0.0981623	0.0450682	0.0333785	0.0652598	0.0849763	0.157074	0.271952	0.443672	0.648245	0.84474	0.99348	0.925838	0.921825	0.80652	0.628993	0.489517	0.319857	0.210622	0.172681	0.245782	0.456931	0.774707	1.23039	1.76524	2.21469	2.51454	2.72935	2.58247	2.14387	1.64914	1.19058	0.758088	0.580307	0.430084	0.503654	0.647722	0.787635	0.860116	0.974796	0.999697	0.946579	0.754643	0.66093	0.559866	0.594228
-0.0614707	0.0112843	0.00752288	-0.0501863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00279837	0.0547684	0.313726	0.97706	2.37052	3.78814	4.65083	4.79416	4.32801	3.52775	2.57756	1.79829	1.1762	0.719789	0.382434	0.217781	0.0948666	0.053138	0.0619038	0.0686089	0.128174	0.199213	0.272298	0.460466	0.640963	0.771509	0.939617	0.962913	0.90527	0.753409	0.641738	0.49459	0.301963	0.249207	0.200323	0.276246	0.474932	0.849335	1.22926	1.6922	2.18761	2.57535	2.61057	2.53539	2.11445	1.62524	1.2274	0.850947	0.596418	0.478683	0.47704	0.601767	0.77491	0.929736	0.992827	0.944386	0.908518	0.798964	0.672596	0.600628	0.590931
-0.0614394	0.0112563	0.00750422	-0.050183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00426751	0.0683441	0.280262	1.13225	2.32524	3.62344	4.50905	4.83798	4.29448	3.51095	2.79727	1.8999	1.22822	0.672305	0.349027	0.169565	0.0911811	0.0477353	0.0324211	0.0650685	0.127834	0.185644	0.317551	0.466698	0.588553	0.78775	0.924809	0.898118	0.923382	0.841555	0.650439	0.505461	0.345992	0.226675	0.216972	0.276049	0.499942	0.816824	1.26926	1.66801	2.0945	2.50046	2.58588	2.52277	2.20617	1.66806	1.23119	0.852144	0.582944	0.483756	0.481128	0.597329	0.766396	0.904718	0.967929	0.982426	0.916107	0.77518	0.668038	0.624187	0.607955
-0.0614871	0.0112962	0.00753081	-0.0501909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00699593	0.0463169	0.339204	1.02504	2.26115	3.72222	4.7295	4.7773	4.33275	3.48454	2.6434	1.87906	1.16299	0.733373	0.335107	0.173938	0.0989065	0.0755011	0.0496881	0.0833131	0.111092	0.198915	0.340322	0.457616	0.649626	0.771666	0.887153	0.919322	0.84607	0.781093	0.67871	0.482445	0.365273	0.24684	0.229621	0.289541	0.476292	0.767451	1.27239	1.74915	2.18562	2.47997	2.68735	2.4684	2.08048	1.63682	1.20581	0.858461	0.625089	0.467296	0.51337	0.609897	0.773058	0.895991	0.99696	0.978979	0.89023	0.800816	0.638573	0.59588	0.607988
-0.0615832	0.0113961	0.00759742	-0.0501871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00447739	0.0616228	0.241981	1.11049	2.36527	3.61611	4.53288	4.80002	4.37702	3.68835	2.67089	1.85398	1.16163	0.660978	0.364167	0.19834	0.104187	0.0491031	0.0211959	0.0400299	0.106868	0.20142	0.322746	0.482822	0.661023	0.807245	0.856749	0.971404	0.91629	0.756341	0.624902	0.478514	0.332241	0.247774	0.215962	0.272785	0.458176	0.779892	1.22232	1.76256	2.27716	2.50244	2.61504	2.46093	2.13593	1.71975	1.21348	0.817655	0.568059	0.505832	0.483622	0.576164	0.780307	0.913954	0.974209	0.985237	0.906017	0.776669	0.688408	0.579679	0.590645
