32.4555	57.5076
25.748	50.3677
21.88	41.5559
18.587	34.4504
17.3276	29.7135
15.2172	25.9936
13.4981	23.5366
11.8767	21.5496
11.1258	19.6595
8.62622	17.8976
8.25599	16.1662
6.54039	14.7816
5.72059	13.6555
5.57723	12.346
5.57723	11.2852
4.923	10.5722
4.923	10.0077
4.53078	9.60851
4.41858	9.44633
4.35722	8.84714
4.1777	8.65193
3.96476	8.82476
3.96476	8.37562
3.81582	8.40113
3.61986	8.19365
3.56388	8.10794
3.57724	7.95045
3.57724	7.75013
3.47048	7.75092
3.32512	7.63216
3.32512	7.6947
3.32512	7.78811
3.22519	7.9713
3.22519	7.76563
3.22519	7.53195
3.22519	7.23201
3.22519	7.2707
3.22519	7.52607
3.22519	6.99979
3.18295	7.2701
3.18295	7.38912
3.14578	7.46535
3.14578	7.231
3.14578	7.55788
3.14578	7.32218
3.14578	7.45218
3.14578	7.60737
3.14578	7.5139
3.14578	7.55331
3.14578	7.2975
3.14578	7.13399
3.1492	7.05382
3.14578	6.8871
3.14578	7.15084
3.14578	7.2217
3.14578	7.37463
3.14578	7.36209
3.14578	7.26736
3.14578	7.42828
3.14578	7.17249
3.14578	7.27161
3.14578	7.29622
3.14578	7.4272
3.14578	7.62743
3.14578	7.33822
3.14578	7.39359
3.14578	7.48404
3.14578	7.53069
3.14578	7.38269
3.14578	7.40981
3.14578	7.51817
3.14578	7.40368
3.14578	7.37142
3.14578	7.52749
3.14578	7.61567
3.14578	7.41752
3.14578	7.62903
3.14578	7.29432
3.14578	7.29234
3.14578	7.41918
3.14578	7.23548
3.14578	7.20124
3.14578	7.75874
3.14578	7.58559
3.14578	7.39045
3.14578	8.1053
3.14578	7.79273
3.14578	7.35579
3.14578	7.15879
3.14578	7.408
3.14578	7.18558
3.14578	7.18133
3.14578	7.27106
3.14578	7.32418
3.14578	7.33985
3.15692	7.33464
3.14578	7.25345
3.14578	7.34182
3.14578	7.21731
3.14578	7.31963
3.14578	7.40544
3.14578	7.69627
3.14578	7.32887
3.14578	7.39043
3.14578	7.15839
3.14578	7.18311
3.14578	7.24615
3.14578	7.40207
3.14578	7.59794
3.14578	7.42285
3.14578	7.83031
3.14578	7.27911
3.14578	7.20029
3.14578	7.59886
3.14578	7.28242
3.14578	7.6589
3.14578	7.29887
3.14578	7.57874
3.14578	7.23317
3.14578	7.98212
3.14578	7.48114
3.14578	7.44933
3.14578	7.4929
3.14578	7.6857
3.14578	7.23478
3.14578	7.29643
3.14578	7.32896
3.14578	7.2902
3.14578	8.07552
3.14578	7.44683
3.14578	7.56134
3.14578	7.27504
3.14578	7.41065
3.14578	7.45962
3.14578	7.36286
3.14578	7.25556
3.14578	7.16472
3.14578	7.13913
3.14578	6.94281
3.14578	7.72576
3.14578	7.51581
3.14578	7.45836
3.14578	7.65183
3.14578	7.4321
3.14578	7.63362
3.14578	7.51294
3.14578	7.45561
3.14578	7.52796
3.14578	7.49834
3.14578	7.38125
3.14578	7.24412
3.14578	7.0772
3.14578	7.09605
3.14578	7.3808
3.14578	7.37822
3.14578	7.29013
3.14578	7.35119
3.14578	7.36931
3.14578	7.42794
3.14578	7.47036
3.14578	7.62257
3.14578	7.35159
3.14578	7.0905
3.14578	7.40669
3.14578	7.13337
3.14578	7.65143
3.14578	7.57237
3.14578	7.55646
3.14578	7.45569
3.14578	7.42217
3.14578	7.48284
3.14578	7.56817
3.14578	7.57088
3.14578	7.60298
3.15115	7.63764
3.14578	7.78638
3.14578	7.31526
3.14578	7.15022
3.14578	7.42167
3.14578	7.44283
3.14578	7.28418
3.14578	7.14039
3.14578	7.60247
3.14578	7.24718
3.14578	7.35752
3.14578	7.43107
3.14578	7.52198
3.14578	7.39754
3.14578	7.37676
3.14578	7.17339
3.14578	7.3675
3.14578	7.18205
3.14578	7.59389
3.14578	7.56859
3.14578	7.11374
3.14578	7.25068
3.14578	7.38766
3.14578	7.3489
3.14578	7.41783
3.14578	7.30151
3.14578	7.27915
3.14578	7.25905
3.14578	7.24638
3.14578	7.4201
3.14578	7.40985
3.14578	7.4862
3.14578	7.38097
3.14578	7.41277
3.14578	7.55959
3.14578	7.62776
3.14578	7.62266
3.14578	7.33248
3.14578	7.37987
3.14578	7.34967
3.14578	7.50474
3.14578	7.85684
3.14578	7.24625
3.16484	7.33602
3.14578	6.98769
3.14578	7.29784
3.14578	7.23721
3.14578	7.11651
3.14578	7.14144
3.14578	7.1292
3.1492	7.07962
3.14578	7.44205
3.14578	7.3288
3.14578	7.59249
3.14578	7.27154
3.14578	7.72766
3.14578	7.2233
3.14578	7.34374
3.14578	7.43699
3.14578	7.28022
3.14578	7.70993
3.14578	7.33503
3.14578	7.25256
3.14578	7.29655
3.14578	7.55572
3.14578	7.50456
3.14578	7.53435
3.14578	7.45996
3.14578	7.44045
3.14578	7.50756
3.14578	7.33437
3.14578	7.62383
3.14578	7.57045
3.14578	7.38691
3.14578	7.64502
3.14578	7.24635
3.14578	7.3709
3.14578	7.28997
3.14578	7.16853
3.14578	7.45763
3.14578	7.23394
3.14578	7.42115
3.14578	7.11358
3.14578	7.61486
3.14578	7.53577
3.14578	7.44019
3.14578	7.31318
3.14578	7.3296
3.14578	7.44735
3.14578	7.43874
3.14578	7.37124
3.14578	7.2519
3.14578	7.56779
3.14578	7.10823
3.14578	7.33476
3.14578	7.05031
3.14578	7.16907
3.14578	7.22227
3.14578	7.65606
3.14578	7.41548
3.14578	7.26413
3.14578	7.49747
3.14578	7.13711
3.14578	7.21719
3.14578	7.27735
3.14578	7.50042
3.14578	7.26548
3.14578	7.41338
3.14578	7.40526
3.14578	7.3427
3.14578	7.51934
3.14578	7.24686
3.14578	7.47215
3.14578	7.44818
3.14578	7.3681
3.14578	7.18409
3.14578	7.26647
3.14578	7.2689
3.14578	7.27829
3.14578	7.36398
3.14578	7.44937
3.14578	7.51688
3.14578	7.46258
3.14578	7.4192
3.14578	7.39714
3.14756	7.40955
3.14756	7.2794
3.14578	7.18552
3.14578	7.26522
3.14578	7.33524
3.14578	7.43211
3.14578	7.27047
3.14578	7.18882
3.14578	7.19554
3.14578	7.25803
3.14578	7.62137
3.14578	7.5807
3.14578	7.56702
3.14578	7.30924
3.14578	7.28402
3.14578	7.17985
3.14578	7.06129
3.14578	7.20626
3.14578	7.73986
3.14578	7.46462
3.14578	7.55539
3.14578	7.4109
3.14578	7.61912
3.14578	7.64209
3.14578	7.64032
3.14578	7.33432
3.14578	7.35525
3.14578	7.30856
3.14578	7.39871
3.14578	7.34337
3.14578	7.29301
3.15115	7.44525
3.14578	7.30487
3.14578	7.37021
3.14578	7.53196
3.14578	7.46005
3.14578	7.45359
3.14578	7.48923
3.14578	7.06487
3.14578	7.33541
3.14578	7.81057
3.14578	7.28005
3.14578	7.22717
3.14578	7.55426
3.14578	7.52116
3.14578	7.64444
3.14578	7.07523
3.14578	7.50309
3.14578	7.54515
3.14578	7.23259
3.14578	7.32823
3.14578	7.63619
3.14578	7.36209
3.14578	7.44601
3.14578	7.28687
3.14578	7.54952
3.14578	7.59445
3.14578	7.47051
3.14578	7.42327
3.14578	7.44502
3.14578	7.60775
3.14578	7.30052
3.14578	7.30474
3.14756	7.35655
3.14578	7.18952
3.14578	7.12665
3.14578	7.3618
3.14578	7.3669
3.14578	7.27542
3.14578	7.23793
3.14578	6.93779
3.14578	7.41845
3.14578	7.21704
3.14578	7.37038
3.14578	7.16943
3.14578	7.46559
3.14578	7.63551
3.14578	7.61101
3.14578	7.36816
3.14578	7.26024
3.14578	7.40091
3.14578	7.27105
3.14578	7.52076
3.14578	7.4158
3.14578	7.36739
3.14578	7.47563
3.14578	7.27062
3.14578	7.33644
3.14578	7.22781
3.14578	7.27978
3.14578	7.32984
3.14578	7.76327
3.14578	7.26025
3.14578	7.18724
3.14578	7.13194
3.14578	7.29007
3.14578	7.7898
3.14578	7.22446
3.14578	7.58602
3.14578	7.33136
3.14578	7.51277
3.14578	7.47456
