8.84926	16.4704	45.7833
-18.3272	33.6663	-33.2286
-1.01337	0.542932	0.438461
-1.35504	-1.68539	-0.0509506
0.935187	1.69062	-0.476266
2.57824	-1.03107	1.30017
0.0990149	0.767431	-1.01048
0.350193	-1.25931	-0.380821
0.775184	-2.29255	-1.61477
0.682525	-0.70546	0.206496
-0.0172981	0.404845	-1.28601
-0.742702	-0.448274	0.533206
0.141465	-0.040813	1.02093
2.39347	0.302494	-1.50497
0.259464	-0.0029877	0.5622
-1.25919	0.374166	0.363288
1.25049	0.193219	-0.189944
0.0232672	-0.173906	0.10483
0.102984	-0.876658	-1.55995
-0.715049	0.295067	0.222835
0.148803	1.00247	0.726407
1.47761	2.756	0.583537
-0.238057	1.52267	2.26762
2.07246	-0.727273	-0.3064
0.209642	-0.742204	-0.0266323
-1.31568	1.57593	0.0448759
-0.286674	0.284535	0.520366
-1.35744	0.395105	0.340599
0.217947	-0.497963	0.835287
1.12636	0.119499	-0.468638
0.30765	-0.10216	-0.606768
-0.658855	-0.976281	3.02941
-0.83239	1.06748	0.228128
1.00731	1.71447	-0.400063
1.05789	-0.839816	0.747906
-0.309845	2.78895	0.0976581
0.763302	-0.960527	-0.206348
-0.561039	-0.0621646	-0.312835
2.09187	-1.08752	1.50334
-0.626356	-0.659331	-1.00932
-0.530273	0.654015	-0.641669
-0.952743	-0.276289	-0.558318
-0.00469239	-1.29531	0.0558856
0.957431	0.96738	0.25919
1.81899	-1.78028	1.2674
1.22458	-0.205397	-1.23493
1.11466	-0.6456	0.559828
0.000170125	-0.195319	-0.469051
0.263125	-0.145578	0.699955
0.184354	-0.542611	0.0670493
1.40639	0.407324	-0.12167
-0.120782	-1.49743	4.63191
1.07167	0.456831	-1.69294
-0.406767	-0.354748	-3.08674
-0.789021	1.1679	-0.239124
0.494807	-1.0026	-0.708179
-1.74705	-2.43853	-1.37911
-0.206853	0.436073	0.0315679
0.3881	-0.722705	0.364749
0.136513	-0.00099724	-0.375497
-0.00997967	-1.30176	-3.4547
-0.674245	0.744823	0.694339
0.0251918	-1.51334	3.07191
0.453276	0.313513	0.814308
-1.26183	0.907671	0.8639
0.169933	1.36064	2.43751
0.406485	-1.82284	0.0432371
0.505768	-0.902341	-0.0234293
-0.134205	0.558268	0.880739
-0.188407	-0.946698	0.337016
0.44867	1.46314	-0.0421111
-1.10918	-0.62339	0.745813
0.080328	1.01898	1.53198
0.0398058	1.25322	0.434805
-0.376715	-0.135852	-1.54612
-0.186001	1.83945	-1.2435
-0.153446	-0.0883842	0.161296
1.41911	-2.51329	0.975277
0.487077	0.566843	-0.24691
-0.106563	0.266304	-0.169974
1.33574	0.773276	0.105659
1.82767	-1.60601	0.536143
-0.00132447	0.608409	-0.119897
0.158032	-0.593762	0.941568
0.490772	-1.41061	-0.275812
0.125715	-1.52908	-2.20653
0.177051	1.02767	0.0425035
-0.814959	-0.145714	-0.281188
1.69284	-2.33994	1.95914
-0.379663	0.48851	-0.58915
-0.0227451	1.3783	0.788447
-0.11193	-0.615947	-0.431951
-0.378109	-2.04195	0.470097
-0.723172	0.650177	0.253912
-0.16756	0.227006	-1.91403
0.203551	-0.964825	-0.473068
1.58273	1.86626	0.0314805
-0.528115	-0.448599	1.19784
-0.512442	0.562036	0.411794
1.56488	0.00440286	-0.246981
0.791894	-0.0258059	-0.886893
0.149566	-0.610143	-0.456034
-0.387349	-1.15261	0.252585
-0.458422	0.0268027	-0.168912
-0.0550859	-0.328235	-0.55403
-0.336906	-0.281073	0.28704
-1.40238	0.219818	-0.0996831
0.299525	1.0132	1.46467
0.312209	-1.16446	0.0452644
-1.0736	-0.0183971	0.125773
0.429629	0.135326	-0.207443
-0.467587	1.46364	-0.681773
-1.8469	-1.95187	-0.571371
0.145556	-0.658225	-0.284244
-0.769476	1.27109	1.45761
-0.474967	0.815433	-0.893296
-0.0552856	-0.0197884	1.03396
0.810974	0.130319	-0.716117
1.08295	-0.30319	-0.0492056
0.672555	-0.884684	-0.313031
-0.811867	0.566014	-0.235373
1.16288	0.360342	1.1902
0.78922	-0.901628	-1.11091
0.116491	-1.04496	0.600064
0.56086	-0.86108	0.0479963
0.808903	0.973631	1.15988
0.401261	0.579708	1.19833
0.846513	0.197788	0.539364
0.0405109	0.795013	0.464364
-0.552377	1.04162	-0.289016
-0.853458	-0.440645	-0.410969
0.685571	1.16074	0.0145964
-0.0894371	1.37785	0.962433
0.212798	-0.617865	0.775173
2.16669	1.97958	1.75299
0.783348	1.02115	-0.640115
0.47005	0.151079	-0.835332
-0.228787	0.137289	0.320604
0.855953	0.759283	-0.783722
0.334525	0.304982	1.61468
-0.266364	-0.616775	-1.4446
0.68458	-1.07541	1.2042
0.281151	0.674558	-0.680137
0.996005	0.806526	-2.94682
-0.888963	0.244925	-0.318568
0.404471	-1.63256	-0.156871
-1.50631	-2.525	0.195412
1.55933	0.281631	-0.0105162
0.615074	-1.32463	-0.954381
1.91137	0.0595415	0.236895
0.946728	1.3479	0.576701
-2.16865	0.38897	-0.307378
1.78229	-0.360789	-0.416569
0.35262	0.173294	0.21588
0.159947	0.430542	1.21313
-0.339738	0.259594	0.100319
0.749389	0.0996471	0.331502
-0.859716	1.37633	1.34761
-1.03758	0.733858	2.39282
0.6272	0.181014	-0.553694
-0.008798	0.115869	-0.538375
-0.0186948	-1.46885	-0.522019
1.00885	0.836125	0.709215
0.871467	0.082109	-2.26699
-0.549253	0.425148	0.689634
1.65427	-0.787648	-0.426448
1.71716	-1.55205	-0.36318
0.864161	0.987428	-0.67395
0.414929	-1.2212	0.433368
0.00938167	1.04315	-0.759158
0.0212549	-0.0881118	-0.339707
0.441664	0.623455	-0.434424
0.538076	1.23758	1.63141
0.409443	0.191801	0.594643
-0.0227889	0.520072	0.461993
0.427465	0.175045	-0.380838
-0.776125	-0.719316	0.836048
-0.712641	0.828533	1.10712
-1.26799	-0.493748	-0.413477
0.962933	0.932032	0.127654
1.03085	-0.981415	-0.650884
-0.597472	0.283074	0.89111
0.26325	0.662605	-0.0475524
0.543858	-0.261883	-0.424841
0.459536	-1.14167	1.92334
-0.66483	0.902836	-0.233538
-1.00262	-2.21524	0.619387
-0.673151	-0.950254	0.720326
-0.354517	-0.131848	-0.60221
0.791978	-0.385809	-0.0443368
-0.102901	0.564331	0.332004
-2.41389	0.0633903	-0.999773
-0.868348	1.25002	0.0796024
0.836052	0.0410255	-0.317512
0.274071	0.436042	-1.03126
-1.18878	-1.90177	-0.615576
0.44122	0.354379	-0.225486
0.75467	-0.0210876	0.495313
0.0804965	-0.346008	-0.0967459
1.35002	0.441744	-0.342993
2.84239	0.701611	1.30511
-0.635602	-0.126391	0.124185
0.196411	1.20804	0.126005
-0.192537	-0.449917	0.0750026
-0.25199	1.01779	-0.9986
0.904586	-1.12735	-0.560115
1.4147	-0.490199	-0.1492
-0.6203	-0.561071	0.0694462
0.750705	-1.62395	0.308202
1.30476	-0.16729	-1.01992
0.26867	0.0437237	1.00663
0.0727764	-0.511614	0.76639
-0.0727306	1.88799	1.0785
-0.934341	0.0319465	0.441293
-0.440428	-0.0220761	-0.35348
0.254996	-0.870799	0.273223
-0.676725	-0.735186	-0.147682
-0.373824	0.0813981	-0.779461
0.106344	0.726287	-0.151213
0.684457	-0.0745482	0.187375
-0.175243	1.20533	-0.569257
0.163011	0.831244	-0.147405
-1.44111	0.841288	-0.41943
0.0213361	1.00459	-0.0371083
-1.12795	-0.410453	1.94404
-0.232661	-0.5363	-1.22048
0.544599	-0.593399	0.263325
2.02658	-0.389656	1.09739
-0.612392	-0.173928	1.3295
-1.26502	-0.585786	1.38249
0.349045	0.473976	-0.0155585
-0.405032	-0.463419	0.550633
0.0323593	-1.59876	-0.343167
-1.43928	-1.01842	1.27578
-0.21704	0.247043	-0.261031
-0.419336	0.43926	-0.0807628
-1.19261	0.877531	-0.560938
0.874673	-1.53722	0.334326
-2.22306	-0.298624	-0.719606
-0.754282	0.239592	0.699671
0.704943	0.760072	0.11752
0.512044	0.634658	0.241718
0.713689	2.29041	0.481189
-1.17877	0.749029	-1.20092
2.10504	-0.197668	-0.436482
0.122315	0.138347	-0.14529
0.417178	-0.178263	-0.467062
0.0071874	-0.653672	-0.27534
0.0609987	-0.347798	-0.180724
-0.50116	-0.314946	0.271521
-2.38888	-0.23943	-1.48364
-0.135804	1.72731	1.53153
-0.388936	0.624684	-0.418991
-0.30052	-0.0925602	0.461526
-1.24463	0.042471	-0.552537
-1.54302	-0.0506711	-0.262184
0.0755934	0.44743	0.363226
0.115968	-0.87632	0.765222
0.717552	-0.904309	-0.481268
0.618957	0.890913	1.40072
-0.0839643	0.618618	-0.0173388
0.0586713	0.231878	0.165319
0.366729	0.118019	-0.846457
-0.160228	1.12674	-1.0906
0.848188	0.171242	0.377181
-0.109126	-0.38237	-0.645822
-0.11548	-0.0590384	-0.327531
-1.49848	1.50986	-1.91711
0.869882	1.53672	-1.00378
0.0354089	-0.411669	0.325386
0.710528	2.50037	-1.18271
-0.487901	-0.403386	-0.00494778
-0.343324	0.252828	0.925079
-0.0205875	-0.121768	1.51948
2.0375	-0.405946	0.661553
-0.0698732	-0.156113	-0.896273
0.269262	-1.57576	-0.535625
-0.416332	0.839541	-0.408948
-0.454091	0.279807	0.665809
1.00073	1.90632	1.67662
-0.318621	0.511793	0.696982
0.580497	0.25683	0.152209
-0.137324	-0.734858	-0.716461
-0.179181	-1.37861	-1.00437
-0.754562	-0.657707	-0.872186
-3.51665	0.363049	0.502624
-1.05362	-1.96	0.296183
0.0837126	1.06921	2.10854
1.30998	-0.555819	-0.938525
0.111581	-0.147338	-0.335946
0.520557	-0.214132	0.653938
0.096094	0.626937	-0.173843
-0.425217	-1.2647	1.13969
-0.817849	-0.219497	0.448719
2.95787	1.56101	0.886349
-0.00806995	-0.446047	-2.06303
0.677403	0.865227	-0.413747
0.666694	-0.104416	-1.47087
1.7421	1.14892	-0.000562148
0.476702	-1.15046	0.0686471
-0.634453	0.568896	-2.43202
1.51479	-0.0234959	-0.384224
0.969611	0.402378	-0.55334
0.118757	0.754765	-0.367842
-0.420271	-1.66974	-1.187
0.571614	1.00623	2.15192
-0.249192	-0.00208914	-0.712185
0.108713	-1.22732	1.44237
1.35085	1.16964	1.93544
-2.61015	1.59612	-1.33357
-0.168368	-1.23052	0.189022
-0.407564	0.345392	-0.284045
0.642679	-0.0313383	-0.0993348
-0.604025	-0.915623	-0.129525
1.99493	-0.422182	2.39428
0.599122	0.186805	-0.631627
0.101533	-1.28777	1.62171
0.355674	-0.0254017	0.718933
-1.72322	0.407509	0.697001
0.392803	-0.0645392	-0.439644
2.17779	-0.758081	-0.332364
-0.076044	0.650228	-1.24485
0.608388	0.125814	-0.41022
0.546975	0.995138	0.388493
-1.6711	-1.67904	0.104517
-1.32627	-0.45053	0.416299
0.186295	-0.256664	1.42533
-1.75408	-0.681727	0.0147705
-0.952659	1.7741	1.05923
-0.850631	0.105884	0.160962
0.784045	-1.47833	-0.495812
0.050822	0.370409	0.439771
-1.81133	0.859543	-0.940992
0.912184	0.0555269	0.789446
-0.0635559	-0.391845	-0.233976
0.395904	-1.43154	-0.875814
-2.3679	1.32408	-2.06395
0.0186868	0.0403704	-0.144294
1.55137	0.780307	-0.208125
-0.0473655	-0.222325	-0.320757
0.854921	-0.586213	0.00586073
0.274627	0.459888	0.417988
-0.487296	1.41964	-2.04936
-0.763469	0.58068	-2.28149
1.03944	-0.86463	-1.15473
-1.1815	0.584276	2.41286
1.09102	0.768972	2.13164
0.279493	0.67609	0.918361
-0.395597	0.369997	-1.22445
0.143988	1.11796	0.164299
-0.86894	-0.702147	-0.53806
-0.0130245	-0.416685	1.10536
-2.01693	1.57106	-0.379517
-0.322497	-0.483127	0.606714
-0.854178	-0.930468	-0.152799
-2.50941	-1.3381	-2.27265
-1.00248	-4.0683	-1.64331
-1.60237	-0.3404	-2.37794
-1.0817	0.18559	-0.222413
-0.30382	0.0562064	-0.886721
2.72397	-0.299121	2.65435
1.57478	0.4321	0.588343
-0.59706	-1.28873	1.39879
-0.173067	-0.475252	0.144519
-0.601109	0.577723	1.04662
-0.0471776	-0.470704	-0.204172
0.927223	-3.10298	2.78011
0.206436	0.960797	0.802609
0.305644	-0.345403	0.332341
-0.146195	-0.651118	-0.0706627
0.507344	0.502319	-3.07078
0.151546	-0.571904	-0.12491
0.0529344	-1.87248	2.0801
-0.351501	0.671556	0.448437
-0.264861	0.15783	0.652701
1.18228	-0.493823	0.351405
1.08036	-1.14137	-1.53191
0.939351	-2.51926	1.48912
0.0829197	-1.48448	-0.108994
1.35711	0.912006	-0.58477
0.48228	-0.486557	-0.860103
1.37053	-0.172046	1.95933
-0.131622	0.305595	1.79506
-0.263791	-0.468676	-0.0875396
0.479157	-0.49676	0.875061
0.990067	1.14809	1.39023
1.35752	0.350363	0.354559
0.881589	0.189535	-0.402499
1.35414	-1.50916	-1.36336
0.279939	0.144634	1.39501
-1.23627	0.500482	-0.230017
