-0.984184	0.220435	88.9937	0.791732
-0.97576	0.296948	80.3232	0.2404
-0.975344	0.330256	81.6785	0.2108
-0.972784	0.325202	76.3762	-0.15744
-0.975256	0.302379	79.3298	0.017772
-0.981808	0.24485	86.2292	0.873752
-0.981504	0.27078	85.0496	0.41584
-0.975176	0.337682	80.5412	-0.837416
-0.978832	0.305391	83.5187	-0.626664
-0.97304	0.325416	76.6308	-0.578584
-0.975712	0.302371	81.1035	-0.461764
-0.973576	0.33101	77.5299	-0.657688
-0.98032	0.252524	83.909	-0.41552
-0.986544	0.191627	91.2442	0.13464
-0.967328	0.343564	72.2226	0.180532
-0.966912	0.379309	73.7057	0.272668
-0.977472	0.301954	83.2849	-0.313316
-0.9814	0.260408	86.1083	0.245728
-0.980664	0.258408	84.7068	-0.020176
-0.978808	0.318884	84.141	-0.029264
-0.968824	0.348203	72.9145	0.014052
-0.980432	0.298203	86.4831	-0.807172
-0.967912	0.367384	73.1122	0.343388
-0.963616	0.424649	70.1077	0.0343
-0.9678	0.366968	72.8326	-0.197712
-0.96676	0.349004	70.6264	0.076088
-0.979464	0.263431	83.6232	-0.65574
-0.976408	0.30814	82.4596	-0.00988
-0.980984	0.274942	86.6395	0.363876
-0.964664	0.391425	72.2977	0.747752
-0.98168	0.255692	86.2383	0.478328
-0.961008	0.441397	67.365	-0.234272
-0.97516	0.311667	78.9226	-0.8123
-0.971384	0.330689	76.1928	-0.703084
-0.95188	0.434813	57.4559	0.252812
-0.988496	0.172444	92.5037	0.62534
-0.974848	0.315587	80.0993	0.194768
-0.974392	0.341294	79.2917	0.465756
-0.978552	0.322077	83.9963	0.450964
-0.975768	0.292546	80.896	0.311096
-0.97536	0.31275	79.801	0.629156
-0.970848	0.347664	74.7814	-0.294124
-0.980272	0.262129	84.4386	0.472356
-0.970432	0.360187	76.1035	-0.615204
-0.969496	0.355213	74.4051	-0.662452
-0.971664	0.338102	75.7425	-0.120008
-0.97824	0.271892	83.4355	0.198624
-0.967832	0.362516	74.2789	-0.355692
-0.973704	0.343112	80.0336	0.145152
-0.980456	0.257814	85.0127	-0.054656
-0.972552	0.337129	77.388	-0.175916
-0.981528	0.243181	86.2158	0.1055
-0.95824	0.416404	62.317	0.254164
-0.97672	0.309656	82.3574	-0.334296
-0.9754	0.3486	82.0861	0.858904
-0.980664	0.301928	86.3204	-0.489364
-0.976368	0.290738	80.1316	-0.608372
-0.96768	0.39038	71.4835	0.447768
-0.978432	0.288404	83.1879	0.854424
-0.972584	0.349513	77.6404	0.108144
-0.978008	0.310694	82.236	0.123128
-0.970088	0.356222	76.6858	0.155796
-0.96464	0.372782	70.2113	-0.346828
-0.97192	0.317695	76.575	-0.234912
-0.969176	0.351032	73.2833	-0.189348
-0.98156	0.243417	85.2943	-0.606044
-0.981576	0.264015	87.6296	0.404312
-0.974744	0.362283	79.0817	-0.24444
-0.971784	0.358531	77.6362	0.043448
-0.980264	0.259122	84.5019	0.076512
-0.97948	0.289162	84.9794	-0.09534
-0.977352	0.288454	80.3159	0.77392
-0.97304	0.368936	78.9717	-0.637316
-0.973352	0.348345	79.0256	0.189116
-0.970888	0.360802	74.8867	0.432016
-0.976872	0.304539	81.8642	0.520736
-0.97832	0.302028	82.8817	0.268992
-0.973552	0.336517	80.4415	0.187236
-0.959648	0.430055	65.0727	-0.499692
-0.986776	0.185825	91.2411	0.931344
-0.975944	0.329062	81.7698	0.554388
-0.977712	0.318697	82.0347	0.256344
-0.984296	0.223957	88.8812	0.91626
-0.983976	0.222182	88.5676	0.851688
-0.975832	0.306734	81.2034	0.280292
-0.971496	0.385728	76.323	0.490404
-0.967976	0.419405	72.8787	0.720496
-0.979136	0.270827	84.5899	-0.046748
-0.96904	0.346408	73.9204	-0.3005
-0.98648	0.19333	91.7681	0.821316
-0.983272	0.241891	89.1039	0.023904
-0.985664	0.226416	90.8614	-0.665116
-0.972208	0.343441	78.0676	0.08604
-0.971208	0.339164	76.3836	0.114604
-0.97892	0.262487	81.8645	0.247816
-0.971784	0.333443	74.8014	-0.50832
-0.978984	0.324722	84.7882	-0.836332
-0.967888	0.347492	73.5383	0.08086
-0.97784	0.294747	82.5275	-0.28168
-0.974384	0.313948	80.237	-0.423432
-0.943288	0.403614	49.9894	-0.175
-0.947496	0.370399	48.8869	0.042584
-0.94856	0.399022	51.3501	0.348592
-0.934792	0.428772	42.4759	-0.22654
-0.930792	0.444038	39.7008	-0.128812
-0.952088	0.374074	55.4537	-0.25084
-0.94368	0.400581	49.1833	0.0631
-0.9468	0.442962	52.4192	0.099372
-0.942824	0.433538	48.9004	-0.31742
-0.942544	0.38722	46.6315	0.036824
