-1.00283	0.283092	90.8562	0.857924
-1.00573	0.226291	91.989	0.939796
-1.00109	0.307382	87.248	0.899476
-1.00841	0.204803	93.041	0.95008
-1.00869	0.189803	94.2584	0.96262
-1.0007	0.281459	88.7274	0.8462
-0.993794	0.376249	82.7462	0.807692
-1.00678	0.219289	92.1692	0.940552
-1.00427	0.247469	89.9376	0.896736
-0.998815	0.311699	88.7396	0.769152
-1.00332	0.251801	91.2286	0.812504
-1.00816	0.189535	92.9564	0.951028
-1.00782	0.194357	93.1085	0.952564
-0.998406	0.333436	86.0925	0.896316
-1.00732	0.194708	92.8394	0.929664
-1.00249	0.300416	89.0735	0.913296
-1.00159	0.280397	88.2508	0.907848
-1.00673	0.212697	92.2957	0.944068
-1.00604	0.224216	92.9437	0.952928
-1.00772	0.194432	92.5188	0.947484
-1.00373	0.265392	91.7282	0.828772
-1.0083	0.165819	95.1585	0.822088
-1.00601	0.23157	92.3664	0.94512
-1.00028	0.302265	87.2967	0.81946
-0.995173	0.396034	83.1892	0.854272
-1.00693	0.214174	92.0495	0.929908
-1.0064	0.241988	91.534	0.932944
-1.00034	0.299355	87.0647	0.898284
-1.00566	0.233391	90.8072	0.92134
-1.0027	0.290163	88.661	0.8818
-1.00479	0.249939	91.0993	0.938016
-1.00788	0.190187	93.189	0.95498
-1.01134	0.139878	95.1576	0.964696
-0.98544	0.440641	81.1798	0.51842
-1.00658	0.225768	91.9764	0.931776
-1.00718	0.213562	93.2599	0.944488
-1.00647	0.238322	91.8676	0.939844
-1.00691	0.212001	92.7129	0.924376
-1.00178	0.282421	88.8532	0.834272
-1.00751	0.224584	92.8127	0.94686
-1.00951	0.17678	94.4252	0.958352
-1.00866	0.190732	93.8162	0.9563
-1.00988	0.163821	95.0862	0.968332
-1.00232	0.243188	92.3838	0.728424
-1.0018	0.288789	88.3391	0.909168
-1.00411	0.257233	91.306	0.92828
-1.00591	0.221884	91.4142	0.936848
-0.996532	0.353311	85.324	0.810204
-0.997555	0.357686	86.0009	0.900152
-1.0074	0.2179	92.323	0.934388
